Timestamp,Session_Time_Seconds,Attention_State,Identity_Status,Sound_Detected,Sound_Level,Head_Yaw,Head_Pitch,Gaze_X,Gaze_Y,Eye_Aspect_Ratio,Confidence
2025-12-15T16:09:30.146492,1.004178762435913,ATTENTIVE,VERIFIED,False,0.001463959744796739,-5.061728952356812,63.09719663330204,0.4643523612483666,0.26784671780442065,0.29286017905102585,0.0
2025-12-15T16:09:31.165273,2.031182289123535,ATTENTIVE,VERIFIED,True,0.006701143947429955,21.767252485293216,53.96446928861753,0.49774723786024616,0.25329471004299897,0.30939411658160954,0.0
2025-12-15T16:09:32.851881,3.7128965854644775,ATTENTIVE,VERIFIED,False,0.001387211824840051,9.193867042700289,120.24295522355963,0.5040623300030185,0.26337366276507435,0.3046433923219095,0.0
2025-12-15T16:09:33.880764,4.739152431488037,ATTENTIVE,VERIFIED,True,0.004875001457912731,1.5723711686151336,72.7811780895001,0.27368666656992446,0.282032693915838,0.28725332208836263,0.0
2025-12-15T16:09:34.926196,5.797431707382202,ATTENTIVE,VERIFIED,True,0.0054975539562292395,-13.448599651054012,-55.29651337674966,0.46463510016516674,0.27901742998889634,0.30698996225485486,0.9506117314895797
2025-12-15T16:09:35.959754,6.833387851715088,INATTENTIVE,VERIFIED,False,0.004460121353258728,0.4509939904218974,159.73138089697247,0.7485074317830327,0.3547268568151608,0.2626283092938507,0.9506117314895797
2025-12-15T16:09:36.984862,7.847675085067749,ATTENTIVE,VERIFIED,False,0.0032651810073730304,17.75369136475474,17.760772563382528,0.4731572530596242,0.2929583365139149,0.31066488338494436,0.9506117314895797
2025-12-15T16:09:37.980695,8.849308967590332,ATTENTIVE,VERIFIED,True,0.0074713033740408715,-3.7867652240416994,-63.845554728012424,0.4504064530512559,0.2987819656278482,0.291016204425126,0.9506117314895797
2025-12-15T16:09:38.973705,9.854480028152466,INATTENTIVE,VERIFIED,True,0.012284886135967099,-8.804614307989779,-31.49080805960835,0.2512588057908727,0.3134690213027218,0.2569228838944607,0.9506117314895797
2025-12-15T16:09:39.994329,10.85644817352295,ATTENTIVE,VERIFIED,False,0.0028898939286591484,15.398406880985783,-25.01123507223064,0.4850163043008443,0.3026871564021297,0.30912186929203844,0.9506117314895797
2025-12-15T16:09:41.049064,11.916826725006104,INATTENTIVE,VERIFIED,False,0.0033883087500726104,31.34967830419284,-45.209561612365164,0.7219504580254468,0.38441951733095414,0.2725810046797694,0.9506117314895797
2025-12-15T16:09:42.068202,12.943064212799072,ATTENTIVE,VERIFIED,False,0.0008983004749097745,43.68350734457114,-126.67773884819186,0.4722321103657332,0.2967009553365428,0.3134687673709927,0.9506117314895797
